date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:33:15	549708/549708	---M--	200	added ('OK')	image/jpeg	etag:%222688683-8634c-51fa7ec89b300%22	http://gameprogrammingpatterns.com/images/format-print.jpg	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/format-print.jpg	(from http://gameprogrammingpatterns.com/index.css)
15:33:17	93064/93064	---M--	200	added ('OK')	application/x-javascript	etag:%2226749f7-16b88-4dfab0704cf40%22	http://gameprogrammingpatterns.com/jquery-1.10.1.min.js	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/jquery-1.10.1.min.js	(from http://gameprogrammingpatterns.com/contents.html)
15:33:18	5019/5019	---M--	200	added ('OK')	text/html	etag:%2239ac02b-139b-51fa7ec005ec0%22	http://gameprogrammingpatterns.com/acknowledgements.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/acknowledgements.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:20	19796/19796	---M--	200	added ('OK')	text/html	etag:%2226747e0-4d54-51fa7ec2e2580%22	http://gameprogrammingpatterns.com/introduction.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/introduction.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:22	27504/27504	---M--	200	added ('OK')	text/html	etag:%2239a4040-6b70-51fa7ebe1da40%22	http://gameprogrammingpatterns.com/architecture-performance-and-games.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/architecture-performance-and-games.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:24	4305/4305	---M--	200	added ('OK')	text/html	etag:%2226746e6-10d1-51fa7ec3d67c0%22	http://gameprogrammingpatterns.com/design-patterns-revisited.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/design-patterns-revisited.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:26	344822/344822	---M--	200	added ('OK')	image/jpeg	etag:%22268868f-542f6-51fa7ec6b2e80%22	http://gameprogrammingpatterns.com/images/format-web.jpg	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/format-web.jpg	(from http://gameprogrammingpatterns.com/index.css)
15:33:26	40785/40785	---M--	200	added ('OK')	text/html	etag:%222674250-9f51-51fa7ec1ee340%22	http://gameprogrammingpatterns.com/command.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/command.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:27	31206/31206	---M--	200	added ('OK')	text/html	etag:%22267424d-79e6-51fa7ecb779c0%22	http://gameprogrammingpatterns.com/flyweight.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/flyweight.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:31	51852/51852	---M--	200	added ('OK')	text/html	etag:%222674228-ca8c-51fa7ebc355c0%22	http://gameprogrammingpatterns.com/observer.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/observer.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:31	45756/45756	---M--	200	added ('OK')	text/html	etag:%222674225-b2bc-51fa7ec5bec40%22	http://gameprogrammingpatterns.com/prototype.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/prototype.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:33	51916/51916	---M--	200	added ('OK')	text/html	etag:%2226747e6-cacc-51fa7ec005ec0%22	http://gameprogrammingpatterns.com/singleton.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/singleton.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:34	61836/61836	---M--	200	added ('OK')	text/html	etag:%22267424f-f18c-51fa7ebe1da40%22	http://gameprogrammingpatterns.com/state.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/state.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:36	3811/3811	---M--	200	added ('OK')	text/html	etag:%2239dc005-ee3-51fa7ec1ee340%22	http://gameprogrammingpatterns.com/sequencing-patterns.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/sequencing-patterns.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:39	55099/55099	---M--	200	added ('OK')	text/html	etag:%2226747cd-d73b-51fa7eca83780%22	http://gameprogrammingpatterns.com/double-buffer.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/double-buffer.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:43	43394/43394	---M--	200	added ('OK')	text/html	etag:%222674252-a982-51fa7ebd29800%22	http://gameprogrammingpatterns.com/game-loop.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/game-loop.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:44	47838/47838	---M--	200	added ('OK')	text/html	etag:%2226747dc-bade-51fa7ebc355c0%22	http://gameprogrammingpatterns.com/update-method.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/update-method.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:45	3944/3944	---M--	200	added ('OK')	text/html	etag:%2239a403f-f68-51fa7ecb779c0%22	http://gameprogrammingpatterns.com/behavioral-patterns.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/behavioral-patterns.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:48	41813/41813	---M--	200	added ('OK')	text/html	etag:%222674253-a355-51fa7ec0fa100%22	http://gameprogrammingpatterns.com/subclass-sandbox.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/subclass-sandbox.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:49	73698/73698	---M--	200	added ('OK')	text/html	etag:%2226745c4-11fe2-51fa7ebf11c80%22	http://gameprogrammingpatterns.com/bytecode.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/bytecode.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:51	53265/53265	---M--	200	added ('OK')	text/html	etag:%2226747e8-d011-51fa7ec0fa100%22	http://gameprogrammingpatterns.com/type-object.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/type-object.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:52	3892/3892	---M--	200	added ('OK')	text/html	etag:%2239a4030-f34-51fa7ec4caa00%22	http://gameprogrammingpatterns.com/decoupling-patterns.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/decoupling-patterns.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:55	60033/60033	---M--	200	added ('OK')	text/html	etag:%2239ac014-ea81-51fa7eca83780%22	http://gameprogrammingpatterns.com/event-queue.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/event-queue.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:57	70426/70426	---M--	200	added ('OK')	text/html	etag:%2226747cc-1131a-51fa7ebd29800%22	http://gameprogrammingpatterns.com/component.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/component.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:58	46831/46831	---M--	200	added ('OK')	text/html	etag:%2226747e5-b6ef-51fa7ec98f540%22	http://gameprogrammingpatterns.com/service-locator.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/service-locator.html	(from http://gameprogrammingpatterns.com/contents.html)
15:33:59	4162/4162	---M--	200	added ('OK')	text/html	etag:%22267467a-1042-51fa7ec1ee340%22	http://gameprogrammingpatterns.com/optimization-patterns.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/optimization-patterns.html	(from http://gameprogrammingpatterns.com/contents.html)
15:34:01	69045/69045	---M--	200	added ('OK')	text/html	etag:%22267467b-10db5-51fa7ebf11c80%22	http://gameprogrammingpatterns.com/data-locality.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/data-locality.html	(from http://gameprogrammingpatterns.com/contents.html)
15:34:03	41928/41928	---M--	200	added ('OK')	text/html	etag:%22267458d-a3c8-51fa7ec5bec40%22	http://gameprogrammingpatterns.com/dirty-flag.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/dirty-flag.html	(from http://gameprogrammingpatterns.com/contents.html)
15:34:05	49947/49947	---M--	200	added ('OK')	text/html	etag:%2226747e2-c31b-51fa7ec4caa00%22	http://gameprogrammingpatterns.com/object-pool.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/object-pool.html	(from http://gameprogrammingpatterns.com/contents.html)
15:34:07	56900/56900	---M--	200	added ('OK')	text/html	etag:%2239a4032-de44-51fa7ec0fa100%22	http://gameprogrammingpatterns.com/spatial-partition.html	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/spatial-partition.html	(from http://gameprogrammingpatterns.com/contents.html)
15:34:19	94539/94539	---M--	200	added ('OK')	image/png	etag:%2226886b2-1714b-4f7ad147d4700%22	http://gameprogrammingpatterns.com/images/architecture-cycle.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/architecture-cycle.png	(from http://gameprogrammingpatterns.com/architecture-performance-and-games.html)
15:34:19	39925/39925	---M--	200	added ('OK')	image/png	etag:%2228c4006-9bf5-4e8de27259200%22	http://gameprogrammingpatterns.com/images/command-stream.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/command-stream.png	(from http://gameprogrammingpatterns.com/command.html)
15:34:20	71800/71800	---M--	200	added ('OK')	image/png	etag:%2227c402f-11878-4e8de27164fc0%22	http://gameprogrammingpatterns.com/images/command-buttons-one.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/command-buttons-one.png	(from http://gameprogrammingpatterns.com/command.html)
15:34:21	87860/87860	---M--	200	added ('OK')	image/png	etag:%2228c4004-15734-4ed1b26efeb00%22	http://gameprogrammingpatterns.com/images/command-buttons-two.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/command-buttons-two.png	(from http://gameprogrammingpatterns.com/command.html)
15:34:23	52169/52169	---M--	200	added ('OK')	image/png	etag:%2228c4005-cbc9-4e8de27259200%22	http://gameprogrammingpatterns.com/images/command-undo.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/command-undo.png	(from http://gameprogrammingpatterns.com/command.html)
15:34:30	14686/14686	---M--	200	added ('OK')	image/png	etag:%2226e4100-395e-4ef623d5a3c80%22	http://gameprogrammingpatterns.com/images/observer-weasel-wielder.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/observer-weasel-wielder.png	(from http://gameprogrammingpatterns.com/observer.html)
15:34:32	84762/84762	---M--	200	added ('OK')	image/png	etag:%2226e40c0-14b1a-4e792c22fda00%22	http://gameprogrammingpatterns.com/images/flyweight-trees.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/flyweight-trees.png	(from http://gameprogrammingpatterns.com/flyweight.html)
15:34:33	56151/56151	---M--	200	added ('OK')	image/png	etag:%2226e40bb-db57-4e792c2021340%22	http://gameprogrammingpatterns.com/images/flyweight-tiles.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/flyweight-tiles.png	(from http://gameprogrammingpatterns.com/flyweight.html)
15:34:33	73272/73272	---M--	200	added ('OK')	image/png	etag:%2226e40be-11e38-4e792c22097c0%22	http://gameprogrammingpatterns.com/images/flyweight-tree-model.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/flyweight-tree-model.png	(from http://gameprogrammingpatterns.com/flyweight.html)
15:34:36	53146/53146	---M--	200	added ('OK')	image/png	etag:%2236c42c6-cf9a-4ef623d697ec0%22	http://gameprogrammingpatterns.com/images/observer-list.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/observer-list.png	(from http://gameprogrammingpatterns.com/observer.html)
15:34:37	44744/44744	---M--	200	added ('OK')	image/png	etag:%2236c42ef-aec8-4ef623d78c100%22	http://gameprogrammingpatterns.com/images/observer-linked.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/observer-linked.png	(from http://gameprogrammingpatterns.com/observer.html)
15:34:40	1484/1484	---M--	200	added ('OK')	image/png	etag:%2226e40b1-5cc-4e792c1e38ec0%22	http://gameprogrammingpatterns.com/images/arrow-inherits.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/arrow-inherits.png	(from http://gameprogrammingpatterns.com/prototype.html)
15:34:45	67553/67553	---M--	200	added ('OK')	image/png	etag:%22268867e-107e1-4ef623d78c100%22	http://gameprogrammingpatterns.com/images/prototype-hierarchies.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/prototype-hierarchies.png	(from http://gameprogrammingpatterns.com/prototype.html)
15:34:46	83369/83369	---M--	200	added ('OK')	image/png	etag:%2226880d6-145a9-4ef623d5a3c80%22	http://gameprogrammingpatterns.com/images/observer-nodes.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/observer-nodes.png	(from http://gameprogrammingpatterns.com/observer.html)
15:34:54	85235/85235	---M--	200	added ('OK')	image/png	etag:%2236c42d0-14cf3-4ef623d697ec0%22	http://gameprogrammingpatterns.com/images/prototype-spawner.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/prototype-spawner.png	(from http://gameprogrammingpatterns.com/prototype.html)
15:34:57	90763/90763	---M--	200	added ('OK')	image/png	etag:%22268867d-1628b-4ea4b5f4a6340%22	http://gameprogrammingpatterns.com/images/prototype-class.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/prototype-class.png	(from http://gameprogrammingpatterns.com/prototype.html)
15:34:59	89455/89455	---M--	200	added ('OK')	image/png	etag:%22268867f-15d6f-4ea4b5f59a580%22	http://gameprogrammingpatterns.com/images/prototype-object.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/prototype-object.png	(from http://gameprogrammingpatterns.com/prototype.html)
15:35:03	111351/111351	---M--	200	added ('OK')	image/png	etag:%22268867c-1b2f7-4ea4b5f3b2100%22	http://gameprogrammingpatterns.com/images/prototype-delegate.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/prototype-delegate.png	(from http://gameprogrammingpatterns.com/prototype.html)
15:35:08	93900/93900	---M--	200	added ('OK')	image/png	etag:%22268867b-16ecc-4ea4b5f3b2100%22	http://gameprogrammingpatterns.com/images/prototype-weapon.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/prototype-weapon.png	(from http://gameprogrammingpatterns.com/prototype.html)
15:35:12	75704/75704	---M--	200	added ('OK')	image/png	etag:%2246c403c-127b8-4f2bc69f0ba00%22	http://gameprogrammingpatterns.com/images/state-pushdown.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/state-pushdown.png	(from http://gameprogrammingpatterns.com/state.html)
15:35:15	35014/35014	---M--	200	added ('OK')	image/png	etag:%2226e4075-88c6-4e44369dee640%22	http://gameprogrammingpatterns.com/images/double-buffer-face.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/double-buffer-face.png	(from http://gameprogrammingpatterns.com/double-buffer.html)
15:35:16	80406/80406	---M--	200	added ('OK')	image/png	etag:%22274408d-13a16-4f2bc6a1e80c0%22	http://gameprogrammingpatterns.com/images/double-buffer-tearing.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/double-buffer-tearing.png	(from http://gameprogrammingpatterns.com/double-buffer.html)
15:35:22	162638/162638	---M--	200	added ('OK')	image/png	etag:%22268864c-27b4e-4e30f7d1e6080%22	http://gameprogrammingpatterns.com/images/state-flowchart.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/state-flowchart.png	(from http://gameprogrammingpatterns.com/state.html)
15:35:24	79994/79994	---M--	200	added ('OK')	image/png	etag:%2227c402c-1387a-4e478e855fb00%22	http://gameprogrammingpatterns.com/images/double-buffer-slaps-1.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/double-buffer-slaps-1.png	(from http://gameprogrammingpatterns.com/double-buffer.html)
15:35:29	85185/85185	---M--	200	added ('OK')	image/png	etag:%2227c402d-14cc1-4e478e8653d40%22	http://gameprogrammingpatterns.com/images/double-buffer-slaps-2.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/double-buffer-slaps-2.png	(from http://gameprogrammingpatterns.com/double-buffer.html)
15:35:29	77471/77471	---M--	200	added ('OK')	image/png	etag:%22268864d-12e9f-4e43d0ee6fe40%22	http://gameprogrammingpatterns.com/images/game-loop-simple.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/game-loop-simple.png	(from http://gameprogrammingpatterns.com/game-loop.html)
15:35:31	43443/43443	---M--	200	added ('OK')	image/png	etag:%2246c415c-a9b3-4f2bc6a2dc300%22	http://gameprogrammingpatterns.com/images/game-loop-timeline.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/game-loop-timeline.png	(from http://gameprogrammingpatterns.com/game-loop.html)
15:35:32	73873/73873	---M--	200	added ('OK')	image/png	etag:%2226e4074-12091-4e43d0f0582c0%22	http://gameprogrammingpatterns.com/images/game-loop-fixed.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/game-loop-fixed.png	(from http://gameprogrammingpatterns.com/game-loop.html)
15:35:34	54988/54988	---M--	200	added ('OK')	image/png	etag:%2246c402f-d6cc-4f2bc6a3d0540%22	http://gameprogrammingpatterns.com/images/game-loop-timeline-close.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/game-loop-timeline-close.png	(from http://gameprogrammingpatterns.com/game-loop.html)
15:35:40	78736/78736	---M--	200	added ('OK')	image/png	etag:%2226e4071-13390-4e43d0ef64080%22	http://gameprogrammingpatterns.com/images/update-method-remove.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/update-method-remove.png	(from http://gameprogrammingpatterns.com/update-method.html)
15:35:43	38720/38720	---M--	200	added ('OK')	image/png	etag:%222ac40b2-9740-4f7ad146e04c0%22	http://gameprogrammingpatterns.com/images/bytecode-numbers.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/bytecode-numbers.png	(from http://gameprogrammingpatterns.com/bytecode.html)
15:35:50	57290/57290	---M--	200	added ('OK')	image/png	etag:%2226e4115-dfca-4f7ad148c8940%22	http://gameprogrammingpatterns.com/images/bytecode-code.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/bytecode-code.png	(from http://gameprogrammingpatterns.com/bytecode.html)
15:35:54	62021/62021	---M--	200	added ('OK')	image/png	etag:%222688697-f245-4f7ad149bcb80%22	http://gameprogrammingpatterns.com/images/bytecode-literal.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/bytecode-literal.png	(from http://gameprogrammingpatterns.com/bytecode.html)
15:35:55	109321/109321	---M--	200	added ('OK')	image/png	etag:%222ac40b7-1ab09-4f7ad148c8940%22	http://gameprogrammingpatterns.com/images/bytecode-ast.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/bytecode-ast.png	(from http://gameprogrammingpatterns.com/bytecode.html)
15:35:56	38084/38084	---M--	200	added ('OK')	image/png	etag:%222ac409a-94c4-4f7ad148c8940%22	http://gameprogrammingpatterns.com/images/bytecode-stack-1.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/bytecode-stack-1.png	(from http://gameprogrammingpatterns.com/bytecode.html)
15:35:57	149319/149319	---M--	200	added ('OK')	image/png	etag:%2226e4073-24747-4fc29a7727f00%22	http://gameprogrammingpatterns.com/images/update-method-uml.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/update-method-uml.png	(from http://gameprogrammingpatterns.com/update-method.html)
15:35:59	36770/36770	---M--	200	added ('OK')	image/png	etag:%2227c4063-8fa2-4f7ad147d4700%22	http://gameprogrammingpatterns.com/images/bytecode-stack-2.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/bytecode-stack-2.png	(from http://gameprogrammingpatterns.com/bytecode.html)
15:36:01	39634/39634	---M--	200	added ('OK')	image/png	etag:%2227440a3-9ad2-4f7ad14ab0dc0%22	http://gameprogrammingpatterns.com/images/bytecode-stack-3.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/bytecode-stack-3.png	(from http://gameprogrammingpatterns.com/bytecode.html)
15:36:02	1457/1457	---M--	200	added ('OK')	image/png	etag:%2226e40b9-5b1-4e792c1f2d100%22	http://gameprogrammingpatterns.com/images/arrow-references.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/arrow-references.png	(from http://gameprogrammingpatterns.com/type-object.html)
15:36:08	51739/51739	---M--	200	added ('OK')	image/png	etag:%2226e40bf-ca1b-4e792c22097c0%22	http://gameprogrammingpatterns.com/images/type-object-breed.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/type-object-breed.png	(from http://gameprogrammingpatterns.com/type-object.html)
15:36:12	92061/92061	---M--	200	added ('OK')	image/png	etag:%2226881c5-1679d-4e792c1e38ec0%22	http://gameprogrammingpatterns.com/images/type-object-subclasses.png	E:/Projects/Visual%20Studio/GPP%20to%20MtG/gameprogrammingpatterns.com/images/type-object-subclasses.png	(from http://gameprogrammingpatterns.com/type-object.html)
